Benchmark,Run,Filename,NumRepairs,RepairLimit,TimeToFirst,Runtime,Timeout,TimedOut,NodesExplored,Effectiveness
addedVarsHumanoid458,5,inputs-scalability-JVTS/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS4.spectra,1,1,0.016,0.017,600,False,2,0.5
addedVarsHumanoid458,6,inputs-scalability-JVTS/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS4.spectra,1,1,0.018,0.018,600,False,2,0.5
addedVarsHumanoid458,7,inputs-scalability-JVTS/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS4.spectra,1,1,0.02,0.02,600,False,2,0.5
addedVarsHumanoid458,8,inputs-scalability-JVTS/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS4.spectra,1,1,0.018,0.019,600,False,2,0.5
addedVarsHumanoid458,9,inputs-scalability-JVTS/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS4.spectra,1,1,0.018,0.018,600,False,2,0.5
addedVarsHumanoid458,10,inputs-scalability-JVTS/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS4.spectra,1,1,0.018,0.019,600,False,2,0.5
addedVarsHumanoid458,1,inputs-scalability-JVTS/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS5.spectra,1,1,0.016,0.016,600,False,2,0.5
addedVarsHumanoid458,2,inputs-scalability-JVTS/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS5.spectra,1,1,0.023,0.023,600,False,2,0.5
addedVarsHumanoid458,3,inputs-scalability-JVTS/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS5.spectra,1,1,0.021,0.021,600,False,2,0.5
addedVarsHumanoid458,4,inputs-scalability-JVTS/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS5.spectra,1,1,0.018,0.018,600,False,2,0.5
addedVarsHumanoid458,5,inputs-scalability-JVTS/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS5.spectra,1,1,0.016,0.017,600,False,2,0.5
addedVarsHumanoid458,6,inputs-scalability-JVTS/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS5.spectra,1,1,0.018,0.018,600,False,2,0.5
addedVarsHumanoid458,7,inputs-scalability-JVTS/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS5.spectra,1,1,0.021,0.021,600,False,2,0.5
addedVarsHumanoid458,8,inputs-scalability-JVTS/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS5.spectra,1,1,0.017,0.017,600,False,2,0.5
addedVarsHumanoid458,9,inputs-scalability-JVTS/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS5.spectra,1,1,0.021,0.021,600,False,2,0.5
addedVarsHumanoid458,10,inputs-scalability-JVTS/addedVarsHumanoid458/HumanoidLTL_458_Humanoid_fixed_unrealizableS5.spectra,1,1,0.017,0.017,600,False,2,0.5
addedVarsLift,1,inputs-scalability-JVTS/addedVarsLift/Lift.spectra,1,1,0.036,0.036,600,False,4,0.25
addedVarsLift,2,inputs-scalability-JVTS/addedVarsLift/Lift.spectra,1,1,0.04,0.04,600,False,4,0.25
addedVarsLift,3,inputs-scalability-JVTS/addedVarsLift/Lift.spectra,1,1,0.033,0.033,600,False,4,0.25
addedVarsLift,4,inputs-scalability-JVTS/addedVarsLift/Lift.spectra,1,1,0.034,0.034,600,False,4,0.25
addedVarsLift,5,inputs-scalability-JVTS/addedVarsLift/Lift.spectra,1,1,0.046,0.046,600,False,4,0.25
addedVarsLift,6,inputs-scalability-JVTS/addedVarsLift/Lift.spectra,1,1,0.037,0.038,600,False,4,0.25
addedVarsLift,7,inputs-scalability-JVTS/addedVarsLift/Lift.spectra,1,1,0.037,0.037,600,False,4,0.25
addedVarsLift,8,inputs-scalability-JVTS/addedVarsLift/Lift.spectra,1,1,0.045,0.045,600,False,4,0.25
addedVarsLift,9,inputs-scalability-JVTS/addedVarsLift/Lift.spectra,1,1,0.034,0.035,600,False,4,0.25
addedVarsLift,10,inputs-scalability-JVTS/addedVarsLift/Lift.spectra,1,1,0.034,0.035,600,False,4,0.25
addedVarsLift,1,inputs-scalability-JVTS/addedVarsLift/LiftE1.spectra,1,1,0.069,0.07,600,False,10,0.1
addedVarsLift,2,inputs-scalability-JVTS/addedVarsLift/LiftE1.spectra,1,1,0.068,0.068,600,False,10,0.1
addedVarsLift,3,inputs-scalability-JVTS/addedVarsLift/LiftE1.spectra,1,1,0.085,0.086,600,False,10,0.1
addedVarsLift,4,inputs-scalability-JVTS/addedVarsLift/LiftE1.spectra,1,1,0.089,0.089,600,False,10,0.1
addedVarsLift,5,inputs-scalability-JVTS/addedVarsLift/LiftE1.spectra,1,1,0.065,0.066,600,False,10,0.1
addedVarsLift,6,inputs-scalability-JVTS/addedVarsLift/LiftE1.spectra,1,1,0.082,0.082,600,False,10,0.1
addedVarsLift,7,inputs-scalability-JVTS/addedVarsLift/LiftE1.spectra,1,1,0.103,0.103,600,False,10,0.1
addedVarsLift,8,inputs-scalability-JVTS/addedVarsLift/LiftE1.spectra,1,1,0.07,0.07,600,False,10,0.1
addedVarsLift,9,inputs-scalability-JVTS/addedVarsLift/LiftE1.spectra,1,1,0.075,0.076,600,False,10,0.1
addedVarsLift,10,inputs-scalability-JVTS/addedVarsLift/LiftE1.spectra,1,1,0.067,0.067,600,False,10,0.1
addedVarsLift,1,inputs-scalability-JVTS/addedVarsLift/LiftE2.spectra,1,1,1.03,1.03,600,False,106,0.009433962264150943
addedVarsLift,2,inputs-scalability-JVTS/addedVarsLift/LiftE2.spectra,1,1,1.273,1.273,600,False,106,0.009433962264150943
addedVarsLift,3,inputs-scalability-JVTS/addedVarsLift/LiftE2.spectra,1,1,1.069,1.069,600,False,106,0.009433962264150943
addedVarsLift,4,inputs-scalability-JVTS/addedVarsLift/LiftE2.spectra,1,1,1.007,1.007,600,False,106,0.009433962264150943
addedVarsLift,5,inputs-scalability-JVTS/addedVarsLift/LiftE2.spectra,1,1,1.004,1.004,600,False,106,0.009433962264150943
addedVarsLift,6,inputs-scalability-JVTS/addedVarsLift/LiftE2.spectra,1,1,1.025,1.025,600,False,106,0.009433962264150943
addedVarsLift,7,inputs-scalability-JVTS/addedVarsLift/LiftE2.spectra,1,1,1.166,1.167,600,False,106,0.009433962264150943
addedVarsLift,8,inputs-scalability-JVTS/addedVarsLift/LiftE2.spectra,1,1,1.174,1.175,600,False,106,0.009433962264150943
addedVarsLift,9,inputs-scalability-JVTS/addedVarsLift/LiftE2.spectra,1,1,1.12,1.12,600,False,106,0.009433962264150943
addedVarsLift,10,inputs-scalability-JVTS/addedVarsLift/LiftE2.spectra,1,1,0.99,0.991,600,False,106,0.009433962264150943
addedVarsLift,1,inputs-scalability-JVTS/addedVarsLift/LiftS1.spectra,1,1,0.034,0.035,600,False,4,0.25
addedVarsLift,2,inputs-scalability-JVTS/addedVarsLift/LiftS1.spectra,1,1,0.049,0.049,600,False,4,0.25
addedVarsLift,3,inputs-scalability-JVTS/addedVarsLift/LiftS1.spectra,1,1,0.039,0.039,600,False,4,0.25
addedVarsLift,4,inputs-scalability-JVTS/addedVarsLift/LiftS1.spectra,1,1,0.034,0.034,600,False,4,0.25
addedVarsLift,5,inputs-scalability-JVTS/addedVarsLift/LiftS1.spectra,1,1,0.034,0.034,600,False,4,0.25
addedVarsLift,6,inputs-scalability-JVTS/addedVarsLift/LiftS1.spectra,1,1,0.034,0.034,600,False,4,0.25
addedVarsLift,7,inputs-scalability-JVTS/addedVarsLift/LiftS1.spectra,1,1,0.045,0.045,600,False,4,0.25
addedVarsLift,8,inputs-scalability-JVTS/addedVarsLift/LiftS1.spectra,1,1,0.042,0.043,600,False,4,0.25
addedVarsLift,9,inputs-scalability-JVTS/addedVarsLift/LiftS1.spectra,1,1,0.035,0.035,600,False,4,0.25
addedVarsLift,10,inputs-scalability-JVTS/addedVarsLift/LiftS1.spectra,1,1,0.043,0.043,600,False,4,0.25
addedVarsLift,1,inputs-scalability-JVTS/addedVarsLift/LiftS2.spectra,1,1,0.048,0.048,600,False,4,0.25
addedVarsLift,2,inputs-scalability-JVTS/addedVarsLift/LiftS2.spectra,1,1,0.051,0.051,600,False,4,0.25
addedVarsLift,3,inputs-scalability-JVTS/addedVarsLift/LiftS2.spectra,1,1,0.043,0.043,600,False,4,0.25
addedVarsLift,4,inputs-scalability-JVTS/addedVarsLift/LiftS2.spectra,1,1,0.035,0.035,600,False,4,0.25
addedVarsLift,5,inputs-scalability-JVTS/addedVarsLift/LiftS2.spectra,1,1,0.052,0.053,600,False,4,0.25
addedVarsLift,6,inputs-scalability-JVTS/addedVarsLift/LiftS2.spectra,1,1,0.032,0.032,600,False,4,0.25
addedVarsLift,7,inputs-scalability-JVTS/addedVarsLift/LiftS2.spectra,1,1,0.075,0.075,600,False,4,0.25
addedVarsLift,8,inputs-scalability-JVTS/addedVarsLift/LiftS2.spectra,1,1,0.045,0.045,600,False,4,0.25
addedVarsLift,9,inputs-scalability-JVTS/addedVarsLift/LiftS2.spectra,1,1,0.036,0.036,600,False,4,0.25
addedVarsLift,10,inputs-scalability-JVTS/addedVarsLift/LiftS2.spectra,1,1,0.046,0.046,600,False,4,0.25
addedVarsLift,1,inputs-scalability-JVTS/addedVarsLift/LiftS3.spectra,1,1,0.033,0.033,600,False,4,0.25
addedVarsLift,2,inputs-scalability-JVTS/addedVarsLift/LiftS3.spectra,1,1,0.048,0.048,600,False,4,0.25
addedVarsLift,3,inputs-scalability-JVTS/addedVarsLift/LiftS3.spectra,1,1,0.037,0.037,600,False,4,0.25
addedVarsLift,4,inputs-scalability-JVTS/addedVarsLift/LiftS3.spectra,1,1,0.045,0.045,600,False,4,0.25
addedVarsLift,5,inputs-scalability-JVTS/addedVarsLift/LiftS3.spectra,1,1,0.036,0.036,600,False,4,0.25
addedVarsLift,6,inputs-scalability-JVTS/addedVarsLift/LiftS3.spectra,1,1,0.033,0.033,600,False,4,0.25
addedVarsLift,7,inputs-scalability-JVTS/addedVarsLift/LiftS3.spectra,1,1,0.052,0.053,600,False,4,0.25
addedVarsLift,8,inputs-scalability-JVTS/addedVarsLift/LiftS3.spectra,1,1,0.036,0.036,600,False,4,0.25
addedVarsLift,9,inputs-scalability-JVTS/addedVarsLift/LiftS3.spectra,1,1,0.046,0.046,600,False,4,0.25
addedVarsLift,10,inputs-scalability-JVTS/addedVarsLift/LiftS3.spectra,1,1,0.035,0.036,600,False,4,0.25
addedVarsLift,1,inputs-scalability-JVTS/addedVarsLift/LiftS4.spectra,1,1,0.035,0.035,600,False,4,0.25
addedVarsLift,2,inputs-scalability-JVTS/addedVarsLift/LiftS4.spectra,1,1,0.042,0.042,600,False,4,0.25
addedVarsLift,3,inputs-scalability-JVTS/addedVarsLift/LiftS4.spectra,1,1,0.052,0.052,600,False,4,0.25
addedVarsLift,4,inputs-scalability-JVTS/addedVarsLift/LiftS4.spectra,1,1,0.035,0.035,600,False,4,0.25
addedVarsLift,5,inputs-scalability-JVTS/addedVarsLift/LiftS4.spectra,1,1,0.043,0.043,600,False,4,0.25
addedVarsLift,6,inputs-scalability-JVTS/addedVarsLift/LiftS4.spectra,1,1,0.035,0.035,600,False,4,0.25
addedVarsLift,7,inputs-scalability-JVTS/addedVarsLift/LiftS4.spectra,1,1,0.041,0.042,600,False,4,0.25
addedVarsLift,8,inputs-scalability-JVTS/addedVarsLift/LiftS4.spectra,1,1,0.036,0.037,600,False,4,0.25
addedVarsLift,9,inputs-scalability-JVTS/addedVarsLift/LiftS4.spectra,1,1,0.035,0.035,600,False,4,0.25
addedVarsLift,10,inputs-scalability-JVTS/addedVarsLift/LiftS4.spectra,1,1,0.036,0.036,600,False,4,0.25
addedVarsLift,1,inputs-scalability-JVTS/addedVarsLift/LiftS5.spectra,1,1,0.038,0.038,600,False,4,0.25
addedVarsLift,2,inputs-scalability-JVTS/addedVarsLift/LiftS5.spectra,1,1,0.052,0.053,600,False,4,0.25
addedVarsLift,3,inputs-scalability-JVTS/addedVarsLift/LiftS5.spectra,1,1,0.044,0.045,600,False,4,0.25
addedVarsLift,4,inputs-scalability-JVTS/addedVarsLift/LiftS5.spectra,1,1,0.045,0.045,600,False,4,0.25
addedVarsLift,5,inputs-scalability-JVTS/addedVarsLift/LiftS5.spectra,1,1,0.037,0.037,600,False,4,0.25
addedVarsLift,6,inputs-scalability-JVTS/addedVarsLift/LiftS5.spectra,1,1,0.037,0.037,600,False,4,0.25
addedVarsLift,7,inputs-scalability-JVTS/addedVarsLift/LiftS5.spectra,1,1,0.036,0.036,600,False,4,0.25
addedVarsLift,8,inputs-scalability-JVTS/addedVarsLift/LiftS5.spectra,1,1,0.038,0.038,600,False,4,0.25
addedVarsLift,9,inputs-scalability-JVTS/addedVarsLift/LiftS5.spectra,1,1,0.039,0.039,600,False,4,0.25
addedVarsLift,10,inputs-scalability-JVTS/addedVarsLift/LiftS5.spectra,1,1,0.034,0.034,600,False,4,0.25
addedVarsRG1,1,inputs-scalability-JVTS/addedVarsRG1/RG1.spectra,1,1,0.062,0.062,600,False,9,0.1111111111111111
addedVarsRG1,2,inputs-scalability-JVTS/addedVarsRG1/RG1.spectra,1,1,0.055,0.056,600,False,9,0.1111111111111111
addedVarsRG1,3,inputs-scalability-JVTS/addedVarsRG1/RG1.spectra,1,1,0.049,0.049,600,False,9,0.1111111111111111
addedVarsRG1,4,inputs-scalability-JVTS/addedVarsRG1/RG1.spectra,1,1,0.058,0.058,600,False,9,0.1111111111111111
addedVarsRG1,5,inputs-scalability-JVTS/addedVarsRG1/RG1.spectra,1,1,0.057,0.06,600,False,9,0.1111111111111111
addedVarsRG1,6,inputs-scalability-JVTS/addedVarsRG1/RG1.spectra,1,1,0.052,0.053,600,False,9,0.1111111111111111
addedVarsRG1,7,inputs-scalability-JVTS/addedVarsRG1/RG1.spectra,1,1,0.054,0.055,600,False,9,0.1111111111111111
addedVarsRG1,8,inputs-scalability-JVTS/addedVarsRG1/RG1.spectra,1,1,0.047,0.047,600,False,9,0.1111111111111111
addedVarsRG1,9,inputs-scalability-JVTS/addedVarsRG1/RG1.spectra,1,1,0.044,0.045,600,False,9,0.1111111111111111
addedVarsRG1,10,inputs-scalability-JVTS/addedVarsRG1/RG1.spectra,1,1,0.04,0.04,600,False,9,0.1111111111111111
addedVarsRG1,1,inputs-scalability-JVTS/addedVarsRG1/RG1E1.spectra,1,1,0.926,0.927,600,False,127,0.007874015748031496
addedVarsRG1,2,inputs-scalability-JVTS/addedVarsRG1/RG1E1.spectra,1,1,1.029,1.03,600,False,127,0.007874015748031496
addedVarsRG1,3,inputs-scalability-JVTS/addedVarsRG1/RG1E1.spectra,1,1,0.904,0.904,600,False,127,0.007874015748031496
addedVarsRG1,4,inputs-scalability-JVTS/addedVarsRG1/RG1E1.spectra,1,1,0.911,0.911,600,False,127,0.007874015748031496
addedVarsRG1,5,inputs-scalability-JVTS/addedVarsRG1/RG1E1.spectra,1,1,0.868,0.868,600,False,127,0.007874015748031496
addedVarsRG1,6,inputs-scalability-JVTS/addedVarsRG1/RG1E1.spectra,1,1,0.864,0.864,600,False,127,0.007874015748031496
addedVarsRG1,7,inputs-scalability-JVTS/addedVarsRG1/RG1E1.spectra,1,1,0.931,0.931,600,False,127,0.007874015748031496
addedVarsRG1,8,inputs-scalability-JVTS/addedVarsRG1/RG1E1.spectra,1,1,0.922,0.923,600,False,127,0.007874015748031496
addedVarsRG1,9,inputs-scalability-JVTS/addedVarsRG1/RG1E1.spectra,1,1,0.902,0.902,600,False,127,0.007874015748031496
addedVarsRG1,10,inputs-scalability-JVTS/addedVarsRG1/RG1E1.spectra,1,1,0.94,0.94,600,False,127,0.007874015748031496
addedVarsRG1,1,inputs-scalability-JVTS/addedVarsRG1/RG1S1.spectra,1,1,0.045,0.045,600,False,9,0.1111111111111111
addedVarsRG1,2,inputs-scalability-JVTS/addedVarsRG1/RG1S1.spectra,1,1,0.054,0.055,600,False,9,0.1111111111111111
addedVarsRG1,3,inputs-scalability-JVTS/addedVarsRG1/RG1S1.spectra,1,1,0.061,0.061,600,False,9,0.1111111111111111
addedVarsRG1,4,inputs-scalability-JVTS/addedVarsRG1/RG1S1.spectra,1,1,0.045,0.045,600,False,9,0.1111111111111111
addedVarsRG1,5,inputs-scalability-JVTS/addedVarsRG1/RG1S1.spectra,1,1,0.054,0.055,600,False,9,0.1111111111111111
addedVarsRG1,6,inputs-scalability-JVTS/addedVarsRG1/RG1S1.spectra,1,1,0.043,0.043,600,False,9,0.1111111111111111
addedVarsRG1,7,inputs-scalability-JVTS/addedVarsRG1/RG1S1.spectra,1,1,0.045,0.045,600,False,9,0.1111111111111111
addedVarsRG1,8,inputs-scalability-JVTS/addedVarsRG1/RG1S1.spectra,1,1,0.045,0.045,600,False,9,0.1111111111111111
addedVarsRG1,9,inputs-scalability-JVTS/addedVarsRG1/RG1S1.spectra,1,1,0.042,0.042,600,False,9,0.1111111111111111
addedVarsRG1,10,inputs-scalability-JVTS/addedVarsRG1/RG1S1.spectra,1,1,0.042,0.043,600,False,9,0.1111111111111111
addedVarsRG1,1,inputs-scalability-JVTS/addedVarsRG1/RG1S2.spectra,1,1,0.044,0.045,600,False,9,0.1111111111111111
addedVarsRG1,2,inputs-scalability-JVTS/addedVarsRG1/RG1S2.spectra,1,1,0.044,0.044,600,False,9,0.1111111111111111
addedVarsRG1,3,inputs-scalability-JVTS/addedVarsRG1/RG1S2.spectra,1,1,0.044,0.045,600,False,9,0.1111111111111111
addedVarsRG1,4,inputs-scalability-JVTS/addedVarsRG1/RG1S2.spectra,1,1,0.062,0.062,600,False,9,0.1111111111111111
addedVarsRG1,5,inputs-scalability-JVTS/addedVarsRG1/RG1S2.spectra,1,1,0.05,0.05,600,False,9,0.1111111111111111
addedVarsRG1,6,inputs-scalability-JVTS/addedVarsRG1/RG1S2.spectra,1,1,0.05,0.05,600,False,9,0.1111111111111111
addedVarsRG1,7,inputs-scalability-JVTS/addedVarsRG1/RG1S2.spectra,1,1,0.067,0.067,600,False,9,0.1111111111111111
addedVarsRG1,8,inputs-scalability-JVTS/addedVarsRG1/RG1S2.spectra,1,1,0.054,0.054,600,False,9,0.1111111111111111
addedVarsRG1,9,inputs-scalability-JVTS/addedVarsRG1/RG1S2.spectra,1,1,0.046,0.046,600,False,9,0.1111111111111111
addedVarsRG1,10,inputs-scalability-JVTS/addedVarsRG1/RG1S2.spectra,1,1,0.062,0.063,600,False,9,0.1111111111111111
addedVarsRG1,1,inputs-scalability-JVTS/addedVarsRG1/RG1S3.spectra,1,1,0.062,0.062,600,False,9,0.1111111111111111
addedVarsRG1,2,inputs-scalability-JVTS/addedVarsRG1/RG1S3.spectra,1,1,0.057,0.057,600,False,9,0.1111111111111111
addedVarsRG1,3,inputs-scalability-JVTS/addedVarsRG1/RG1S3.spectra,1,1,0.044,0.044,600,False,9,0.1111111111111111
addedVarsRG1,4,inputs-scalability-JVTS/addedVarsRG1/RG1S3.spectra,1,1,0.046,0.046,600,False,9,0.1111111111111111
addedVarsRG1,5,inputs-scalability-JVTS/addedVarsRG1/RG1S3.spectra,1,1,0.053,0.053,600,False,9,0.1111111111111111
addedVarsRG1,6,inputs-scalability-JVTS/addedVarsRG1/RG1S3.spectra,1,1,0.057,0.057,600,False,9,0.1111111111111111
addedVarsRG1,7,inputs-scalability-JVTS/addedVarsRG1/RG1S3.spectra,1,1,0.047,0.047,600,False,9,0.1111111111111111
addedVarsRG1,8,inputs-scalability-JVTS/addedVarsRG1/RG1S3.spectra,1,1,0.063,0.063,600,False,9,0.1111111111111111
addedVarsRG1,9,inputs-scalability-JVTS/addedVarsRG1/RG1S3.spectra,1,1,0.061,0.061,600,False,9,0.1111111111111111
addedVarsRG1,10,inputs-scalability-JVTS/addedVarsRG1/RG1S3.spectra,1,1,0.046,0.046,600,False,9,0.1111111111111111
addedVarsRG1,1,inputs-scalability-JVTS/addedVarsRG1/RG1S4.spectra,1,1,0.05,0.051,600,False,9,0.1111111111111111
addedVarsRG1,2,inputs-scalability-JVTS/addedVarsRG1/RG1S4.spectra,1,1,0.045,0.046,600,False,9,0.1111111111111111
addedVarsRG1,3,inputs-scalability-JVTS/addedVarsRG1/RG1S4.spectra,1,1,0.059,0.059,600,False,9,0.1111111111111111
addedVarsRG1,4,inputs-scalability-JVTS/addedVarsRG1/RG1S4.spectra,1,1,0.056,0.056,600,False,9,0.1111111111111111
addedVarsRG1,5,inputs-scalability-JVTS/addedVarsRG1/RG1S4.spectra,1,1,0.053,0.054,600,False,9,0.1111111111111111
addedVarsRG1,6,inputs-scalability-JVTS/addedVarsRG1/RG1S4.spectra,1,1,0.043,0.043,600,False,9,0.1111111111111111
addedVarsRG1,7,inputs-scalability-JVTS/addedVarsRG1/RG1S4.spectra,1,1,0.051,0.051,600,False,9,0.1111111111111111
addedVarsRG1,8,inputs-scalability-JVTS/addedVarsRG1/RG1S4.spectra,1,1,0.05,0.05,600,False,9,0.1111111111111111
addedVarsRG1,9,inputs-scalability-JVTS/addedVarsRG1/RG1S4.spectra,1,1,0.048,0.048,600,False,9,0.1111111111111111
addedVarsRG1,10,inputs-scalability-JVTS/addedVarsRG1/RG1S4.spectra,1,1,0.045,0.045,600,False,9,0.1111111111111111
addedVarsRG1,1,inputs-scalability-JVTS/addedVarsRG1/RG1S5.spectra,1,1,0.045,0.045,600,False,9,0.1111111111111111
addedVarsRG1,2,inputs-scalability-JVTS/addedVarsRG1/RG1S5.spectra,1,1,0.061,0.061,600,False,9,0.1111111111111111
addedVarsRG1,3,inputs-scalability-JVTS/addedVarsRG1/RG1S5.spectra,1,1,0.049,0.049,600,False,9,0.1111111111111111
addedVarsRG1,4,inputs-scalability-JVTS/addedVarsRG1/RG1S5.spectra,1,1,0.045,0.046,600,False,9,0.1111111111111111
addedVarsRG1,5,inputs-scalability-JVTS/addedVarsRG1/RG1S5.spectra,1,1,0.044,0.044,600,False,9,0.1111111111111111
addedVarsRG1,6,inputs-scalability-JVTS/addedVarsRG1/RG1S5.spectra,1,1,0.044,0.044,600,False,9,0.1111111111111111
addedVarsRG1,7,inputs-scalability-JVTS/addedVarsRG1/RG1S5.spectra,1,1,0.053,0.053,600,False,9,0.1111111111111111
addedVarsRG1,8,inputs-scalability-JVTS/addedVarsRG1/RG1S5.spectra,1,1,0.05,0.051,600,False,9,0.1111111111111111
addedVarsRG1,9,inputs-scalability-JVTS/addedVarsRG1/RG1S5.spectra,1,1,0.049,0.049,600,False,9,0.1111111111111111
addedVarsRG1,10,inputs-scalability-JVTS/addedVarsRG1/RG1S5.spectra,1,1,0.058,0.058,600,False,9,0.1111111111111111
